map value prefetch requires profile or PMU evidence for pc 1707	1
map value prefetch requires profile or PMU evidence for pc 1710	1
map value prefetch requires profile or PMU evidence for pc 1720	1
map value prefetch requires profile or PMU evidence for pc 1732	1
map value prefetch requires profile or PMU evidence for pc 1739	1
map value prefetch requires profile or PMU evidence for pc 1764	1
map value prefetch requires profile or PMU evidence for pc 1791	1
map value prefetch requires profile or PMU evidence for pc 1795	1
map value prefetch requires profile or PMU evidence for pc 1819	1
map value prefetch requires profile or PMU evidence for pc 1822	1
map value prefetch requires profile or PMU evidence for pc 1831	1
map value prefetch requires profile or PMU evidence for pc 1834	1
map value prefetch requires profile or PMU evidence for pc 1840	1
map value prefetch requires profile or PMU evidence for pc 1859	1
map value prefetch requires profile or PMU evidence for pc 1860	1
map value prefetch requires profile or PMU evidence for pc 1861	1
map value prefetch requires profile or PMU evidence for pc 1862	1
map value prefetch requires profile or PMU evidence for pc 1863	1
map value prefetch requires profile or PMU evidence for pc 1864	1
map value prefetch requires profile or PMU evidence for pc 19	1
map value prefetch requires profile or PMU evidence for pc 1936	1
map value prefetch requires profile or PMU evidence for pc 1955	1
map value prefetch requires profile or PMU evidence for pc 1964	1
map value prefetch requires profile or PMU evidence for pc 1971	1
map value prefetch requires profile or PMU evidence for pc 1987	1
map value prefetch requires profile or PMU evidence for pc 1997	1
map value prefetch requires profile or PMU evidence for pc 2035	1
map value prefetch requires profile or PMU evidence for pc 2068	1
map value prefetch requires profile or PMU evidence for pc 2070	1
map value prefetch requires profile or PMU evidence for pc 2081	1
map value prefetch requires profile or PMU evidence for pc 2085	1
map value prefetch requires profile or PMU evidence for pc 2114	1
map value prefetch requires profile or PMU evidence for pc 2116	1
map value prefetch requires profile or PMU evidence for pc 2118	1
map value prefetch requires profile or PMU evidence for pc 2119	1
map value prefetch requires profile or PMU evidence for pc 2120	1
map value prefetch requires profile or PMU evidence for pc 2121	1
map value prefetch requires profile or PMU evidence for pc 2147	1
map value prefetch requires profile or PMU evidence for pc 2234	1
map value prefetch requires profile or PMU evidence for pc 2238	1
map value prefetch requires profile or PMU evidence for pc 2242	1
map value prefetch requires profile or PMU evidence for pc 2248	1
map value prefetch requires profile or PMU evidence for pc 2251	1
map value prefetch requires profile or PMU evidence for pc 2267	1
map value prefetch requires profile or PMU evidence for pc 2289	1
map value prefetch requires profile or PMU evidence for pc 2300	1
map value prefetch requires profile or PMU evidence for pc 2304	1
map value prefetch requires profile or PMU evidence for pc 2309	1
map value prefetch requires profile or PMU evidence for pc 2312	1
map value prefetch requires profile or PMU evidence for pc 367	1
map value prefetch requires profile or PMU evidence for pc 373	1
map value prefetch requires profile or PMU evidence for pc 466	1
map value prefetch requires profile or PMU evidence for pc 472	1
map value prefetch requires profile or PMU evidence for pc 524	1
map value prefetch requires profile or PMU evidence for pc 543	1
map value prefetch requires profile or PMU evidence for pc 548	1
map value prefetch requires profile or PMU evidence for pc 553	1
map value prefetch requires profile or PMU evidence for pc 572	1
map value prefetch requires profile or PMU evidence for pc 594	1
map value prefetch requires profile or PMU evidence for pc 602	1
map value prefetch requires profile or PMU evidence for pc 618	1
map value prefetch requires profile or PMU evidence for pc 624	1
map value prefetch requires profile or PMU evidence for pc 656	1
map value prefetch requires profile or PMU evidence for pc 662	1
map value prefetch requires profile or PMU evidence for pc 775	1
map value prefetch requires profile or PMU evidence for pc 795	1
map value prefetch requires profile or PMU evidence for pc 800	1
map value prefetch requires profile or PMU evidence for pc 805	1
map value prefetch requires profile or PMU evidence for pc 825	1
map value prefetch requires profile or PMU evidence for pc 846	1
map value prefetch requires profile or PMU evidence for pc 853	1
map value prefetch requires profile or PMU evidence for pc 992	1
packet prefetch requires a data-dependent dereference	101
